"Año","Mes","Dia","Fecha","Tｰ Media","TｰMaxima","TｰMinima","Lluvia","%Humedad"
"2020","Nov","5","11/5/2020","13.2","22.7","4.4","0","56.24"
"2020","Nov","6","11/6/2020","13.06","24.3","5.9","0.8","56.72"
"2020","Nov","7","11/7/2020","12.87","21.4","4.9","0","51.33"
"2020","Nov","8","11/8/2020","13.37","20.8","5.4","0","53.89"
"2020","Nov","9","11/9/2020","12.99","19.4","8.9","1.2","63.05"
"2020","Nov","10","11/10/2020","14.21","21.2","8.7","3","61.1"
"2020","Nov","11","11/11/2020","12.75","20.2","7.6","3.2","68.34"
"2020","Nov","12","11/12/2020","13.25","21.5","8.6","3.8","67.89"
"2020","Nov","13","11/13/2020","14.89","22.4","8.9","0","56.59"
"2020","Nov","14","11/14/2020","14.09","22.7","7.5","0","58.57"
"2020","Nov","15","11/15/2020","14.38","23.2","5.5","0","55.62"
"2020","Nov","16","11/16/2020","14.02","19.9","8.7","0","60.8"
"2020","Nov","17","11/17/2020","15.75","24.9","8.3","0","51.64"
"2020","Nov","18","11/18/2020","13.54","22.9","7.2","3","59.8"
"2020","Nov","19","11/19/2020","13.67","20.9","7.7","0","64.57"
"2020","Nov","20","11/20/2020","12.84","21.3","7.9","0.2","63.13"
"2020","Nov","21","11/21/2020","14.26","23.1","6.2","0","54.28"
"2020","Nov","22","11/22/2020","13.84","22.7","5.2","0","51.81"
"2020","Nov","23","11/23/2020","13.88","22.8","5.8","0","46.51"
"2020","Nov","24","11/24/2020","14.51","24.5","4.9","0","48.1"
"2020","Nov","25","11/25/2020","14.92","22.9","7","1.4","56.96"
"2020","Nov","26","11/26/2020","13.22","20.7","7.2","16.8","65.88"
"2020","Nov","27","11/27/2020","12.47","17.9","7.4","1","70.95"
"2020","Nov","28","11/28/2020","11.99","19.3","7.6","18","73.31"
"2020","Nov","29","11/29/2020","11.64","18.2","6.9","17","77.47"
"2020","Nov","30","11/30/2020","13.45","21.9","6.8","2.6","69.56"
"2020","Dic","1","12/1/2020","9.69","17.1","6","43.4","80.31"
"2020","Dic","2","12/2/2020","10.58","20.6","5","2.4","78.06"
"2020","Dic","3","12/3/2020","11.56","18.3","6.8","4.6","78.76"
"2020","Dic","4","12/4/2020","12.44","16.9","8.5","0.6","75.44"
"2020","Dic","5","12/5/2020","12.85","17.3","8.9","2.4","72.83"
"2020","Dic","6","12/6/2020","10.92","14.7","9.1","7","81.31"
"2020","Dic","7","12/7/2020","11.67","15.9","9.1","7","81.18"
"2020","Dic","8","12/8/2020","12.69","19.8","7.7","1.2","73.33"
"2020","Dic","9","12/9/2020","13.4","21.4","7.6","1.2","70.8"
"2020","Dic","10","12/10/2020","11.87","16.7","7.5","0","73.21"
"2020","Dic","11","12/11/2020","13.19","21.7","8.2","7.2","67.82"
"2020","Dic","12","12/12/2020","13.4","21.6","6.6","0.2","63.3"
"2020","Dic","13","12/13/2020","12.04","20.8","7.2","0.2","66.57"
"2020","Dic","14","12/14/2020","12.28","18.6","5.7","3.2","67.98"
"2020","Dic","15","12/15/2020","12.59","20","7.3","5","64.17"
"2020","Dic","16","12/16/2020","11.61","17.2","7.4","0.2","70.93"
"2020","Dic","17","12/17/2020","12.62","19.3","7.1","0","67.2"
"2020","Dic","18","12/18/2020","12.79","19.7","8.2","0","67.12"
"2020","Dic","19","12/19/2020","14.04","20.1","7.8","0.2","63.55"
"2020","Dic","20","12/20/2020","12.76","19.2","7.3","1.8","69.79"
"2020","Dic","21","12/21/2020","13.25","19.9","7.4","6.6","70.88"
"2020","Dic","22","12/22/2020","8.31","10.1","6.2","26.4","88.41"
"2020","Dic","23","12/23/2020","12.1","16.3","8.4","0.4","78.37"
"2020","Dic","24","12/24/2020","12.64","18.4","8.4","1.8","73.66"
"2020","Dic","25","12/25/2020","11.44","15.4","8.5","9.4","81.03"
"2020","Dic","26","12/26/2020","11.51","16.6","7.4","13","79.03"
"2020","Dic","27","12/27/2020","11.2","16.9","6.9","3","77.54"
"2020","Dic","28","12/28/2020","10.38","15.9","8.3","25.2","86.09"
"2020","Dic","29","12/29/2020","11.49","17.3","8.3","1.4","80.22"
"2020","Dic","30","12/30/2020","12.12","17.3","8.6","2.8","76.24"
"2020","Dic","31","12/31/2020","11.68","17.2","9.2","1","76.55"
"2021","Ene","1","1/1/2021","12.92","18.2","8.7","0.2","74.85"
"2021","Ene","2","1/2/2021","11.74","17.5","8.7","10.8","78.58"
"2021","Ene","3","1/3/2021","11.28","16.8","7.4","23.2","80.33"
"2021","Ene","4","1/4/2021","10.8","19.2","5.6","35.6","76.72"
"2021","Ene","5","1/5/2021","11.42","19.3","5.9","0.4","77.22"
"2021","Ene","6","1/6/2021","11.55","15.7","8","0.2","78.92"
"2021","Ene","7","1/7/2021","10.44","16.2","7.4","1.6","78.58"
"2021","Ene","8","1/8/2021","11.16","19.1","5.4","11.4","76.96"
"2021","Ene","9","1/9/2021","10.91","17.6","7.6","5.2","78.55"
"2021","Ene","10","1/10/2021","10.75","18.1","6.3","4.2","81.97"
"2021","Ene","11","1/11/2021","12.05","16.7","7.8","0.2","75.02"
"2021","Ene","12","1/12/2021","12.97","18.8","6.8","0.6","70.83"
"2021","Ene","13","1/13/2021","13.15","18.3","8.2","1.4","70.78"
"2021","Ene","14","1/14/2021","10.72","13.2","8.5","0.6","79.46"
"2021","Ene","15","1/15/2021","12.26","17.3","8.1","5","76.73"
"2021","Ene","16","1/16/2021","12.076","18.367","7.733","2.422","74.749"
"2021","Ene","17","1/17/2021","11.447","17.644","7.189","6.378","76.331"
"2021","Ene","18","1/18/2021","12.09","14.8","9.6","0.4","76.68"
"2021","Ene","19","1/19/2021","12.35","18.6","8.9","0.4","79.03"
"2021","Ene","20","1/20/2021","10.84","14.2","8.4","8","84.98"
"2021","Ene","21","1/21/2021","10.49","14.1","8.2","11.4","85.64"
"2021","Ene","22","1/22/2021","11.24","15.7","7.7","3.2","81.76"
"2021","Ene","23","1/23/2021","12.29","18.7","8.4","0.4","75.3"
"2021","Ene","24","1/24/2021","11.75","16.1","8.4","0.6","77.05"
"2021","Ene","25","1/25/2021","12.61","17.3","7.8","0","74.8"
"2021","Ene","26","1/26/2021","13.2","18.6","9.2","0.6","73.22"
"2021","Ene","27","1/27/2021","13.91","20.1","8.2","1.4","68.74"
"2021","Ene","28","1/28/2021","12.25","17.6","8.9","0.2","75.78"
"2021","Ene","29","1/29/2021","12.77","18.9","7","0","64.3"
"2021","Ene","30","1/30/2021","11.27","16.4","6.8","0.2","74.58"
"2021","Ene","31","1/31/2021","12.3","18.6","7.7","0","72.58"
"2021","Feb","1","2/1/2021","13.16","20.5","7.6","1.8","72.72"
"2021","Feb","2","2/2/2021","12.37","17.2","9.3","2.6","72.58"
"2021","Feb","3","2/3/2021","9.92","12.6","8.3","10.2","86.31"
"2021","Feb","4","2/4/2021","12.43","18.2","8.1","1.2","78.48"
"2021","Feb","5","2/5/2021","11.45","16.3","8.9","1.8","82.38"
"2021","Feb","6","2/6/2021","12.99","18.6","8.8","3.6","76.63"
"2021","Feb","7","2/7/2021","11.91","18","8.9","1.8","77.39"
"2021","Feb","8","2/8/2021","10.29","15.2","5.8","24.6","82.89"
"2021","Feb","9","2/9/2021","11.5","18.1","8","15.8","80.08"
"2021","Feb","10","2/10/2021","11.66","19.6","8.2","8.6","79.33"
"2021","Feb","11","2/11/2021","12.42","19.3","8.2","7.4","76.5"
"2021","Feb","12","2/12/2021","11.44","18.5","7.4","1","79.34"
"2021","Feb","13","2/13/2021","11.14","17.4","6.9","18","75.6"
"2021","Feb","14","2/14/2021","11.99","19.7","7.2","1","73.11"
"2021","Feb","15","2/15/2021","12.88","19.2","8.1","0","67.6"
"2021","Feb","16","2/16/2021","12.38","19.6","7.1","0","66.91"
"2021","Feb","17","2/17/2021","12.88","18.3","8.2","0","67"
"2021","Feb","18","2/18/2021","11.48","15.7","8.8","0","73.29"
"2021","Feb","19","2/19/2021","11.28","17.6","8.3","0.8","75.53"
"2021","Feb","20","2/20/2021","11.07","15.8","8.6","0.6","80.83"
"2021","Feb","21","2/21/2021","11.07","15.7","8.7","5.2","77.02"
"2021","Feb","22","2/22/2021","12.22","17.9","8.3","0.4","73.49"
"2021","Feb","23","2/23/2021","12.39","18.4","8.9","0.6","76.64"
"2021","Feb","24","2/24/2021","12.65","18.9","7.6","1.8","71.74"
"2021","Feb","25","2/25/2021","13.57","20.4","7.2","0","61.84"
"2021","Feb","26","2/26/2021","13.69","20.4","7.1","5.2","68.91"
"2021","Feb","27","2/27/2021","10.42","17.6","7.4","17","84.3"
"2021","Feb","28","2/28/2021","12.65","18.9","8.9","0.2","75.71"
"2021","Mar","1","3/1/2021","12.67","19","8.3","1.8","74.11"
"2021","Mar","2","3/2/2021","13.16","18.9","9.5","0.4","70.9"
"2021","Mar","3","3/3/2021","12.03","18.3","6.9","13.2","74"
"2021","Mar","4","3/4/2021","11.32","17.4","8.1","2.6","76.91"
"2021","Mar","5","3/5/2021","12.18","17.7","8.1","3.4","74.45"
"2021","Mar","6","3/6/2021","10.11","16.8","7.6","15.6","83.97"
"2021","Mar","7","3/7/2021","11.01","17.4","7.8","2.6","83.55"
"2021","Mar","8","3/8/2021","12","20","8.2","4.4","77.32"
"2021","Mar","9","3/9/2021","11.22","17.9","7.8","5.4","78.53"
"2021","Mar","10","3/10/2021","10.74","18.3","6.3","11.4","75.75"
"2021","Mar","11","3/11/2021","10.18","18.2","4.2","0.2","73.93"
"2021","Mar","12","3/12/2021","11.04","15.9","7.5","0.2","74.26"
"2021","Mar","13","3/13/2021","10.74","16.8","6.9","4.2","79.07"
"2021","Mar","14","3/14/2021","11.67","16.1","8.6","0","78.31"
"2021","Mar","15","3/15/2021","11.21","16.8","7","0","74.83"
"2021","Mar","16","3/16/2021","11.98","17.4","8.5","6.8","76.91"
"2021","Mar","17","3/17/2021","10.55","14.4","8.7","4.6","83.59"
"2021","Mar","18","3/18/2021","10.88","15.4","7.9","3","79.31"
"2021","Mar","19","3/19/2021","10.97","17.1","7.4","7.8","78.02"
"2021","Mar","20","3/20/2021","10.83","16.8","7.6","0","79.56"
"2021","Mar","21","3/21/2021","11.7","17.1","8","1","78.27"
"2021","Mar","22","3/22/2021","10.09","13.9","7.9","9","83.65"
"2021","Mar","23","3/23/2021","10.47","15.3","7.4","0.4","82.86"
"2021","Mar","24","3/24/2021","9.96","15.9","7.8","0.2","85.72"
"2021","Mar","25","3/25/2021","11.673","17.433","7.078","4.111","77.021"
"2021","Mar","26","3/26/2021","11.3","16.6","7.878","4.267","80.684"
"2021","Mar","27","3/27/2021","11.193","16.156","7.956","1.867","80.428"
"2021","Mar","28","3/28/2021","11.618","17.189","7.156","0.867","76.288"
"2021","Mar","29","3/29/2021","11.434","17.767","6.778","4.489","73.747"
"2021","Mar","30","3/30/2021","11.379","17.967","6.8","1.289","76.418"
"2021","Mar","31","3/31/2021","11.48","15.4","7.1","11.4","78.18"
"2021","Abr","1","4/1/2021","10.25","16.8","5.9","8.4","79.22"
"2021","Abr","2","4/2/2021","11.5","17.4","6.8","0","76.69"
"2021","Abr","3","4/3/2021","10.92","14.9","7.6","1.8","78.51"
"2021","Abr","4","4/4/2021","10.51","15.1","7.8","1.6","81.35"
"2021","Abr","5","4/5/2021","10.55","14.3","7.9","4.2","82.87"
"2021","Abr","6","4/6/2021","10.65","14.6","7.8","3.8","83.13"
"2021","Abr","7","4/7/2021","11.14","17.7","7.6","27.6","80.42"
"2021","Abr","8","4/8/2021","11.18","17","7","0","77.74"
"2021","Abr","9","4/9/2021","9.6","13.7","7.7","9.8","84.55"
"2021","Abr","10","4/10/2021","11.11","15.8","8.1","1.2","80.25"
"2021","Abr","11","4/11/2021","10.26","14.5","6.8","9.8","82.64"
"2021","Abr","12","4/12/2021","11.37","16.7","7.2","8","79.51"
"2021","Abr","13","4/13/2021","12","17","7.8","0","76.35"
"2021","Abr","14","4/14/2021","11.11","16.8","7.8","4","79.31"
"2021","Abr","15","4/15/2021","12.21","18.6","7.7","0","73.15"
"2021","Abr","16","4/16/2021","11.94","19.5","6.8","1.2","73.16"
"2021","Abr","17","4/17/2021","11.57","20.9","4.9","0","68.19"
"2021","Abr","18","4/18/2021","11.35","20.2","5.3","0.2","73.86"
"2021","Abr","19","4/19/2021","9.59","18.2","5.2","0","76.86"
"2021","Abr","20","4/20/2021","11.048","17.73","5.77","0.28","71.944"
"2021","Abr","21","4/21/2021","10.536","18.3","4.91","4.42","74.326"
"2021","Abr","22","4/22/2021","10.559","17.64","5.14","0.84","74.292"
"2021","Abr","23","4/23/2021","10.79","16.76","6.3","0.26","75.569"
"2021","Abr","24","4/24/2021","11.233","17.74","6.78","0.02","74.399"
"2021","Abr","25","4/25/2021","11.21","18.01","5.69","1.96","70.761"
"2021","Abr","26","4/26/2021","10.759","18.15","4.76","1.14","73.185"
"2021","Abr","27","4/27/2021","11.2","18.38","5.77","0.4","71.429"
"2021","Abr","28","4/28/2021","10.919","17.69","6.23","0.84","74.449"
"2021","Abr","29","4/29/2021","10.987","17.01","6.28","1.88","74.605"
"2021","Abr","30","4/30/2021","10.678","17.6","5.55","0.66","74.254"
"2021","May","1","5/1/2021","10.55","19.1","4.7","0","70.18"
"2021","May","2","5/2/2021","10.28","18.9","2.7","0","65.16"
"2021","May","3","5/3/2021","10.11","19.8","3.2","0","65.1"
"2021","May","4","5/4/2021","10.98","17.6","5.6","0","72.82"
"2021","May","5","5/5/2021","9.51","17","4.7","0","76.66"
"2021","May","6","5/6/2021","10.39","19.4","2.7","0","72.85"
"2021","May","7","5/7/2021","8.94","15.3","6.8","0","83.21"
"2021","May","8","5/8/2021","9.994","16.59","4.93","3.04","74.222"
"2021","May","9","5/9/2021","10.049","16.85","4.86","0.66","73.508"
"2021","May","10","5/10/2021","10.202","17.39","4.34","0.04","72"
"2021","May","11","5/11/2021","11.84","17.1","6.4","0","62.89"
"2021","May","12","5/12/2021","9.28","15","4.4","0","75.16"
"2021","May","13","5/13/2021","9.99","16.7","4.6","0","75.18"
"2021","May","14","5/14/2021","9.86","17.1","2.8","3.4","76"
"2021","May","15","5/15/2021","9.29","16.6","3.3","0","69.15"
"2021","May","16","5/16/2021","9.24","17.9","0.9","0.2","71.95"
"2021","May","17","5/17/2021","9.32","18.5","2","0","69.37"
"2021","May","18","5/18/2021","9.09","16.5","3.6","0","67.94"
"2021","May","19","5/19/2021","9.8","18.2","3.2","0","61.17"
"2021","May","20","5/20/2021","9.78","18.7","2.8","0","66.25"
"2021","May","21","5/21/2021","9.52","17.9","4.1","0","71.69"
"2021","May","22","5/22/2021","9.62","18.4","2.5","0","70.58"
"2021","May","23","5/23/2021","8.8","14.1","4.2","3.6","77.56"
"2021","May","24","5/24/2021","7.93","12.8","4.8","10.8","80.91"
"2021","May","25","5/25/2021","8.42","14.7","4.9","1.8","81.33"
"2021","May","26","5/26/2021","9.06","16","2.6","0","74.89"
"2021","May","27","5/27/2021","9.64","16.3","5.3","0","70.99"
"2021","May","28","5/28/2021","9.24","19.3","1.1","0","63.73"
"2021","May","29","5/29/2021","8.81","18.7","0.2","0","61.37"
"2021","May","30","5/30/2021","8.55","17.1","0.4","0","64.75"
"2021","May","31","5/31/2021","8.64","17","2.3","0","72.12"
"2021","Jun","1","6/1/2021","10.45","19.6","2.6","0","66.32"
"2021","Jun","2","6/2/2021","10.69","19.4","5.2","0","67.44"
"2021","Jun","3","6/3/2021","10.08","15.4","5.2","0","73.18"
"2021","Jun","4","6/4/2021","9.27","14.6","5.8","6.8","78.91"
"2021","Jun","5","6/5/2021","8.58","17","2.3","0","74.4"
"2021","Jun","6","6/6/2021","7.32","12.5","4.1","0.2","80.46"
"2021","Jun","7","6/7/2021","7.86","17.1","0.2","0.4","66.7"
"2021","Jun","8","6/8/2021","8.51","17.1","1.7","0","69.12"
"2021","Jun","9","6/9/2021","9.38","16.7","3.2","0","65.24"
"2021","Jun","10","6/10/2021","9.13","17.7","0.7","0","63.32"
"2021","Jun","11","6/11/2021","8.44","15.6","2.8","0.2","74.78"
"2021","Jun","12","6/12/2021","10.04","16.4","5.9","0.2","71.8"
"2021","Jun","13","6/13/2021","9.85","16.2","4.8","0","69.84"
"2021","Jun","14","6/14/2021","9.25","16.8","3.7","0","70.52"
"2021","Jun","15","6/15/2021","8.91","15.8","3.7","0","72.22"
"2021","Jun","16","6/16/2021","8.74","15.4","3.3","0","73.08"
"2021","Jun","17","6/17/2021","8.68","14.8","4.3","0","74.64"
"2021","Jun","18","6/18/2021","9.44","16.4","4.3","0","71.21"
"2021","Jun","19","6/19/2021","8.71","16.7","2.8","0","69.63"
"2021","Jun","20","6/20/2021","9.14","16.9","2.9","0","67.46"
"2021","Jun","21","6/21/2021","9.37","18.4","1.6","0","68.78"
"2021","Jun","22","6/22/2021","9.87","17.6","4.4","0","68.39"
"2021","Jun","23","6/23/2021","9.59","18.4","2.2","0","64.78"
"2021","Jun","24","6/24/2021","9.54","18.6","3.6","0","68.87"
"2021","Jun","25","6/25/2021","9.61","17.7","3.9","0","67.76"
"2021","Jun","26","6/26/2021","8.76","16.6","2.9","0","68.65"
"2021","Jun","27","6/27/2021","8.02","16.8","0.9","0","68.97"
"2021","Jun","28","6/28/2021","8.74","15.8","2.8","0","64.15"
"2021","Jun","29","6/29/2021","9.07","17.2","3.2","0","64.81"
"2021","Jun","30","6/30/2021","9.43","17.9","4.4","0","63.46"
"2021","Jul","1","7/1/2021","8.05","18.1","-0.2","0","60.84"
"2021","Jul","2","7/2/2021","8.03","17.9","-0.8","0","56.75"
"2021","Jul","3","7/3/2021","7.35","17.6","-1.6","0","52.94"
"2021","Jul","4","7/4/2021","8.07","18.6","-0.6","0","55.31"
"2021","Jul","5","7/5/2021","8.16","18.8","-0.9","0","54.9"
"2021","Jul","6","7/6/2021","8.65","17.9","-0.1","0","56.73"
"2021","Jul","7","7/7/2021","8.61","18.8","-0.7","0","57.4"
"2021","Jul","8","7/8/2021","8.72","17.7","0.2","0","59.56"
"2021","Jul","9","7/9/2021","8.83","19.2","0.9","0","60.69"
"2021","Jul","10","7/10/2021","9.18","19.7","0.6","0","60.32"
"2021","Jul","11","7/11/2021","8.82","15.2","3.7","0","70.18"
"2021","Jul","12","7/12/2021","8.53","17.7","1.2","0","69.95"
"2021","Jul","13","7/13/2021","9.15","18.7","1.9","0","66.92"
"2021","Jul","14","7/14/2021","9.46","18.7","1.7","0","64.9"
"2021","Jul","15","7/15/2021","9.43","19.4","1.6","0","61.82"
"2021","Jul","16","7/16/2021","9.06","18.7","0.9","0","63.27"
"2021","Jul","17","7/17/2021","9.6","18.3","2.7","0","65.44"
"2021","Jul","18","7/18/2021","9.17","13.8","4.6","0","74.06"
"2021","Jul","19","7/19/2021","10.23","18.3","4.6","6.2","68.83"
"2021","Jul","20","7/20/2021","9.43","17.6","4.9","1.6","72.24"
"2021","Jul","21","7/21/2021","9.67","18.7","3.4","0","67.29"
"2021","Jul","22","7/22/2021","9.21","18.8","1","0","61.07"
"2021","Jul","23","7/23/2021","9.23","18.2","0.4","0","57.89"
"2021","Jul","24","7/24/2021","9.53","18.6","0.7","0","55.37"
"2021","Jul","25","7/25/2021","10.34","18.9","4.4","0","54.58"
"2021","Jul","26","7/26/2021","9.15","17.8","0.7","0","59.57"
"2021","Jul","27","7/27/2021","9.32","19.2","1.4","0","61.19"
"2021","Jul","28","7/28/2021","8.26","13.9","3.1","0","72.08"
"2021","Jul","29","7/29/2021","9.21","16","3.4","0","68.5"
"2021","Jul","30","7/30/2021","8.98","16.6","3.7","0","67.82"
"2021","Jul","31","7/31/2021","8.99","16.8","3.2","0","65.53"
"2021","Ago","1","8/1/2021","7.93","15.2","2.1","0","68.63"
"2021","Ago","2","8/2/2021","8.07","16.1","1.9","0","69.15"
"2021","Ago","3","8/3/2021","8.04","16.6","1.2","0","67.75"
"2021","Ago","4","8/4/2021","8.58","17.5","0.6","0","60.09"
"2021","Ago","5","8/5/2021","8.65","17.8","-0.1","0","58.39"
"2021","Ago","6","8/6/2021","9.37","19.9","-0.2","0","51.75"
"2021","Ago","7","8/7/2021","9.53","19.3","-0.3","0","51.44"
"2021","Ago","8","8/8/2021","10.26","20.2","1.6","0","54.14"
"2021","Ago","9","8/9/2021","10.32","20.1","1.2","0","55.66"
"2021","Ago","10","8/10/2021","9.63","17.2","2.7","0","60.98"
"2021","Ago","11","8/11/2021","9.86","17.9","3.4","0","61.72"
"2021","Ago","12","8/12/2021","9.92","18.6","1.5","0","59.39"
"2021","Ago","13","8/13/2021","10.67","19.6","2.9","0","61.91"
"2021","Ago","14","8/14/2021","10.81","19.3","3.4","0","60.82"
"2021","Ago","15","8/15/2021","10.28","18","5.1","0","66.07"
"2021","Ago","16","8/16/2021","11.16","20.7","2.6","0","61.75"
"2021","Ago","17","8/17/2021","11.27","20.6","3.9","0","59.52"
"2021","Ago","18","8/18/2021","11.47","20.2","4.7","0","56.05"
"2021","Ago","19","8/19/2021","11.15","20.4","3.7","0","58.38"
"2021","Ago","20","8/20/2021","11.36","20.8","3.1","0","56.86"
"2021","Ago","21","8/21/2021","10.57","18.8","3.5","0","63.04"
"2021","Ago","22","8/22/2021","10.47","19.1","3.7","0","63.67"
"2021","Ago","23","8/23/2021","10.55","19.4","3.3","0","62.12"
"2021","Ago","24","8/24/2021","10.43","17.2","4.1","1","65.25"
"2021","Ago","25","8/25/2021","11.84","19.6","5.3","0.2","58.39"
"2021","Ago","26","8/26/2021","9.88","15.9","3.9","0","69.81"
"2021","Ago","27","8/27/2021","10.68","18.1","3","0","63.81"
"2021","Ago","28","8/28/2021","11.85","18.8","5.8","0","59.22"
"2021","Ago","29","8/29/2021","10.99","19.7","4.4","0","64.05"
"2021","Ago","30","8/30/2021","11.44","19.8","5.7","0","63.02"
"2021","Ago","31","8/31/2021","11.53","19.3","5.3","0","60.93"
"2021","Set","1","9/1/2021","11.87","21.4","3.6","0","58.09"
"2021","Set","2","9/2/2021","12.77","21.6","5.9","0","57.83"
"2021","Set","3","9/3/2021","13.02","21","6.3","0","59.77"
"2021","Set","4","9/4/2021","11.95","22","4.6","5.8","62.51"
"2021","Set","5","9/5/2021","12.18","19.9","6.3","0","60.72"
"2021","Set","6","9/6/2021","9.98","16.2","3.7","0","63.28"
"2021","Set","7","9/7/2021","11.53","17.7","5.7","0","63.77"
"2021","Set","8","9/8/2021","11.24","19.6","3.8","0","65.5"
"2021","Set","9","9/9/2021","11.35","16.9","7.1","0","67.67"
"2021","Set","10","9/10/2021","12.33","20.4","5.9","0","60.2"
"2021","Set","11","9/11/2021","10.16","17.4","4","0","69.97"
"2021","Set","12","9/12/2021","11.39","19.7","4.2","0","64.06"
"2021","Set","13","9/13/2021","11.67","19.4","5.2","0","65.47"
"2021","Set","14","9/14/2021","12.53","19.3","5.3","0.4","64.41"
"2021","Set","15","9/15/2021","12.53","18.2","9.1","0","67.66"
"2021","Set","16","9/16/2021","12.65","20.2","7.2","0","61.91"
"2021","Set","17","9/17/2021","12.93","20.3","6.4","0","59.44"
"2021","Set","18","9/18/2021","13","21.5","6.5","0","56.99"
"2021","Set","19","9/19/2021","12.05","19.3","5.6","0","57.79"
"2021","Set","20","9/20/2021","12.62","20.4","5","0","56.28"
"2021","Set","21","9/21/2021","10.27","14.9","5.3","0","66.29"
"2021","Set","22","9/22/2021","9.29","14","7.4","1.6","76.88"
"2021","Set","23","9/23/2021","11.02","17.2","6.8","0","67.41"
"2021","Set","24","9/24/2021","9.8","17.6","2.1","0","63.01"
"2021","Set","25","9/25/2021","10.5","19.2","4.8","0.4","66.29"
"2021","Set","26","9/26/2021","11.6","20.6","4.5","0.2","68.08"
"2021","Set","27","9/27/2021","12.57","20.9","6.5","0","64.37"
"2021","Set","28","9/28/2021","11.83","21.2","6.1","3.2","66.14"
"2021","Set","29","9/29/2021","10.2","18.6","4.7","0","68.6"
"2021","Set","30","9/30/2021","10.59","16.2","4.4","0","65.05"
"2021","Oct","1","10/1/2021","11.41","20.3","5.7","27.4","68.09"
"2021","Oct","2","10/2/2021","11.52","20","4.6","0.2","70.43"
"2021","Oct","3","10/3/2021","13.23","20.8","7.4","0","64.8"
"2021","Oct","4","10/4/2021","13.58","20.8","6.7","0","59.85"
"2021","Oct","5","10/5/2021","9.85","14.3","7.6","8","81.92"
"2021","Oct","6","10/6/2021","10.19","14.7","8","3.8","84.32"
"2021","Oct","7","10/7/2021","10.75","15.6","8.4","12.8","81.95"
"2021","Oct","8","10/8/2021","12.23","17.7","8.3","0","75.54"
"2021","Oct","9","10/9/2021","12.86","20.5","7.4","0","72.04"
"2021","Oct","10","10/10/2021","13.78","21.7","9.1","2.6","65.22"
"2021","Oct","11","10/11/2021","12.5","21.2","6.3","0.2","67.61"
"2021","Oct","12","10/12/2021","12.96","20.3","7.4","0","65.42"
"2021","Oct","13","10/13/2021","14.29","23.1","7.2","17.2","58.64"
"2021","Oct","14","10/14/2021","12.88","21.1","7.6","1","64.23"
"2021","Oct","15","10/15/2021","12.31","21.7","5.6","2","66.33"
"2021","Oct","16","10/16/2021","13.56","21.3","6.9","0","62.43"
"2021","Oct","17","10/17/2021","13.96","21","9.4","0","62.48"
"2021","Oct","18","10/18/2021","13.31","20.4","7.8","0","65.08"
"2021","Oct","19","10/19/2021","13.49","20.5","8.6","0","63.14"
"2021","Oct","20","10/20/2021","13","20.5","5","0","61"
"2021","Oct","21","10/21/2021","13.59","22.5","5.9","0.6","59.19"
"2021","Oct","22","10/22/2021","11.46","19.9","6.4","2","65.17"
"2021","Oct","23","10/23/2021","13.97","24.1","4.4","0","55.86"
"2021","Oct","24","10/24/2021","14.8","23.6","6.7","0","54.36"
"2021","Oct","25","10/25/2021","14.48","21.8","9.5","0","53.36"
"2021","Oct","26","10/26/2021","12.28","18.6","7.9","0","65.36"
"2021","Oct","27","10/27/2021","13.29","20.3","8","1.6","62.57"
"2021","Oct","28","10/28/2021","13.77","20.4","8.8","0","60.64"
"2021","Oct","29","10/29/2021","12.1","17.9","8.9","0","67.33"
"2021","Oct","30","10/30/2021","11.99","19.7","6.1","6.8","67.48"
"2021","Oct","31","10/31/2021","11.6","19.1","5.7","0.6","69.49"
"2021","Nov","1","11/1/2021","11.4","18.8","6.7","0","70.5"
"2021","Nov","2","11/2/2021","12.27","19","5.3","0","65"
"2021","Nov","3","11/3/2021","12.81","19.8","7.6","0","63.25"
"2021","Nov","4","11/4/2021","13","18.6","9.1","0.6","66.05"
"2021","Nov","5","11/5/2021","12.57","19","6.7","0","64.85"
"2021","Nov","6","11/6/2021","12.49","20.6","6.8","0","67.09"
"2021","Nov","7","11/7/2021","12.93","20.3","6.1","0","63.68"
"2021","Nov","8","11/8/2021","13.61","20.2","7.1","0.2","66.47"
"2021","Nov","9","11/9/2021","12.19","18.3","7.6","1.6","67.64"
"2021","Nov","10","11/10/2021","12.43","20.3","7.6","0","68.09"
"2021","Nov","11","11/11/2021","13.61","19.4","8.1","0","65.16"
"2021","Nov","12","11/12/2021","10.98","15.5","6.7","12.4","75.2"
"2021","Nov","13","11/13/2021","12.82","18.7","7.3","3.4","68.85"
"2021","Nov","14","11/14/2021","12.88","19.9","8.7","8.6","68.64"
"2021","Nov","15","11/15/2021","12.73","19.3","6.3","0.2","70.45"
"2021","Nov","16","11/16/2021","14.28","21.2","8.3","1","63"
"2021","Nov","17","11/17/2021","13.3","20.2","8","2.4","67.06"
"2021","Nov","18","11/18/2021","13.85","20.5","8.5","0","64.1"
"2021","Nov","19","11/19/2021","13.2","18.4","8.8","1.4","68.43"
"2021","Nov","20","11/20/2021","9.81","13.3","7.7","4.6","81.19"
"2021","Nov","21","11/21/2021","13.08","18.9","8.8","0.8","73.23"
"2021","Nov","22","11/22/2021","13.31","20.3","8.4","0.2","70.55"
